product_id,product_category_name
1C6FB703C624B381A20F21F757694866,BRINQUEDOS
DB46052AED7DFF59BA38CF2FE29B87F9,CAMAMESABANHO
B864B103180D5A6A3F830E67F93E8735,BEBES
7A8DAC4AAA16BC642E4DF33ADCF03303,COOLSTUFF
83B9BC6AAE6F527FF6AAFB9E01D6CBF3,BRINQUEDOS
5F504B3A1C75B73D6151BE81EB05BDC9,COOLSTUFF
BBF920AA6AC72007A726E6F419156F8F,MOVEISDECORACAO
C3B7E4D83E530C27A8E6368296AECE48,MOVEISDECORACAO
C5D8079278E912D7E3B6BEB48ECB56E8,BELEZASAUDE
5EAA343860DC445B3FD43D1B682809FD,ESPORTELAZER
B5CFB1D3C5E435A7A52227E08F220EE7,COOLSTUFF
334479E94CBA98064050DB1C9636E244,AUTOMOTIVO
3FCD8DFE610C62EDFB51DE2630CD9EF4,BEBES
4C8056CAED5757810B9A68B83C3759E6,MALASACESSORIOS
30E77AF9E7759BBAA0305D2FBC605DC4,FASHIONCALCADOS
92BF5D2084DFBCB57D9DB7838BAC5CD0,TELEFONIA
FDEB34A9F03FEA7C3937DD62D1D0287E,COOLSTUFF
1065DBB6B0BF03DAAEDAB1236979E296,PAPELARIA
0D826EBA8E0A2AE3BCA9E3A947DD756D,BRINQUEDOS
F8F6FD145CC00519283CF3100477B2B3,ESPORTELAZER
4E04FFB7DD3739ECFC37DE8927DD586C,PAPELARIA
36555A2F528D7B2A255C504191445D39,BELEZASAUDE
22937A73F92A33040AB4E2540355A5D8,FASHIONBOLSASEACESSORIOS
DC21247DA0290904FFBBCD5953C76F95,PAPELARIA
9020CE7ADCC384B2899AE87DDC54767B,PAPELARIA
BFC1D1C62B1F7F401D8D9DDA962BB870,ESPORTELAZER
6FEF6D87BB6C2EB11D57A967209219A8,FERRAMENTASJARDIM
1E5428C428E0F783ACD6E3D94BA4EE2A,PCS
94080F9219044D897195E2BE145945DC,AUTOMOTIVO
D0389F20B3D11DE54E1E4561DF147683,CASACONSTRUCAO
3E9B58F1436820C248D3F98D7229BB14,RELOGIOSPRESENTES
575C38B4C88FC7B35EF22FC8312BFE1B,COOLSTUFF
556702EBB73D3786A852AD3D5A8AD268,CONSTRUCAOFERRAMENTASCONSTRUCAO
A3A03C131926EC14D4C9F3EF03016B24,PETSHOP
E586EBB6022265AE1EEA38F46FFE3EAD,BELEZASAUDE
278B3C6462E86B4556B99989513DDF73,ELETROPORTATEIS
0D009643171AEE696F4733340BC2FDD0,PERFUMARIA
BE1BE330CF34043D1C40D6114CBD11B5,RELOGIOSPRESENTES
07F01B6FCACC1B187A71E5074199DB2D,AGROINDUSTRIAECOMERCIO
75B4372E69A42F8AE1D908C076F547B2,BELEZASAUDE
3569D4374A919941A50F57371B1DC93D,BELEZASAUDE
A3C95DC653D9A279B160BC0179385ED1,CAMAMESABANHO
0992C6CBA95A13BFA68EA7D5E22D478B,FERRAMENTASJARDIM
B1EAE565A61935E0011EE7682FEF9DC9,PERFUMARIA
2734390EE304B0F4817B3C233094FC16,INSTRUMENTOSMUSICAIS
32EE3F4E2493045726807808D7ABBAB6,CAMAMESABANHO
C2367EDA4F9623D0355DC5D7796D857A,CAMAMESABANHO
7F34B85142D1EF9E077A0DA9ADA27385,MOVEISDECORACAO
C478B1BBF9EC8C5691F37CCB83187386,INFORMATICAACESSORIOS
F9ECF420C38B90A8AF8E7F70FD789264,ESPORTELAZER
3A6A0247CED9DCB444B46CAAFDCDD368,BELEZASAUDE
ADF591C625CB265C12BC6749D3A2F757,BELEZASAUDE
3E0F398B664B26E3224C79DBF435191F,ESPORTELAZER
64C8F1A52B407D92518A1F8B79240A70,TELEFONIA
AF16005FCA813272CAF59C432153949E,MOVEISDECORACAO
E6A1FF3552BA3305C1CF0A4DDE50347F,AUTOMOTIVO
D8A405C732027A2AF3187B031890933D,AUTOMOTIVO
CE94E3C41145E28428CDAE952A1FD7F2,RELOGIOSPRESENTES
3F0F8DE616DF6EFB39A48F3C64EEA974,CAMAMESABANHO
6DDC95E87149457C4C5177B0A474A9BA,MOVEISDECORACAO
A2E2851EAE0AEBB8EE4DF32348B42E2B,INFORMATICAACESSORIOS
723F62C36C298037716BF60C0AD0DF3A,RELOGIOSPRESENTES
B2B3503E675ABBC07E278151DA072ED2,MOVEISDECORACAO
C18C01E09509A509E2B88D3ED40C580E,BEBES
E7CAD5E8ED9B92E788262AD710C33BD0,ESPORTELAZER
C33D78B97260227119FB2B71BE168FCA,CAMAMESABANHO
E8FD6F481DB77B847E7AB93FA1510E7E,ELETROPORTATEIS
67BEA89008EDCB996CFE4E3D062B62A8,UTILIDADESDOMESTICAS
E8E86CBAB028363545A5BF0CA5E226EE,MOVEISSALA
C12B64BF0861A27E0F06C36EF82F457D,ESPORTELAZER
6F0169F259BB0FF432BFFF7D829B9946,CASACONSTRUCAO
B6F3B8136BA8302906DF7E11FF908751,PETSHOP
2BE2BE0A6A5916840503FDF50808EBCB,UTILIDADESDOMESTICAS
8EFA775719397F78F79C8E5C7B0AFBD4,MOVEISDECORACAO
9E87E3EE09BAEE5F5C0513FF37BC60AB,CAMAMESABANHO
A0ABCEE0132A5AED003D98E459B37698,CAMAMESABANHO
7F6308BA4057A6A740AF7B4DCFB79C13,TELEFONIA
1EB4A9AEE05C9CAD041E09ADD2A26D68,MALASACESSORIOS
8DA90B37F0FB171B4877C124F965B1F6,PERFUMARIA
712A72A78FFB66CB6EEE87EEBBF54519,ESPORTELAZER
C5FB7FBE39F4E09E048FFBC5B28DB49A,SINALIZACAOESEGURANCA
F17B05CC8A7651896DF8C30884200E9A,CLIMATIZACAO
55EC10B39713EE81EE2C5BCB558CF866,FASHIONBOLSASEACESSORIOS
C190C4FE582C5B7FFFF586506DE83F01,MOVEISDECORACAO
F908DF99196805B5BC4ADA9EF510B11B,ESPORTELAZER
AC5BAE85A895724330C4ACDDD581B02B,TELEFONIA
CBAFF83E2C00A2B731D27276BBF52082,ARTES
AD67F74682943E3857EEBF3CA2538D1A,CAMAMESABANHO
1E12F1836C1F08B25EF78FCDF76FBF08,FERRAMENTASJARDIM
ACD427EE119D5C71C7A85AE488CB0A6A,FASHIONBOLSASEACESSORIOS
60CF4EFFB6947283FA638D570BD07318,BEBES
51FED4AFB1B41D00AD9D25A73B7FBBC7,CONSOLESGAMES
BB09CCE52B336261572A5A7E25A33795,UTILIDADESDOMESTICAS
65A6462E42E05AB3B8DC613566736825,MALASACESSORIOS
F2396540FBFAC27B5117F0DBD6744B50,CAMAMESABANHO
70D1BD3A042448105A71D0B41ECBC96B,CONSOLESGAMES
0075C14603D80515E20908C156CEB47B,ESPORTELAZER
5A42F73D92034010A4E00360FB0DF099,ESPORTELAZER
BCD58B852A3B0152B6B384C4E4474BA2,COOLSTUFF
2BFB0BDBCEA77DA2879F0EF3BE9A219E,CONSOLESGAMES
87FB220044E9ACA16FBEC51C6C997AA0,RELOGIOSPRESENTES
484BF1DFF778A416389AAFD0DEE1CB11,BRINQUEDOS
3CEF8174403F4FDEDBF24FA67FA9F132,BEBES
003938452C98FF9AB28E9E7B4BFE97AB,MOVEISSALA
8D6CB00151D423C52855385C89F0BAE8,AUTOMOTIVO
5877301B00F95E3C6118738B293DFAB3,ELETRODOMESTICOS
E0BBE6292471FF5AB3752414BAF78111,RELOGIOSPRESENTES
DD768D259EE6054E0DADD66C8E2BE0B6,CAMAMESABANHO
FC2EDEE55F4118969F4DC49F7A717605,AUTOMOTIVO
B521FDDF2C8A7E7D1791BFB3C1B2F278,ESPORTELAZER
DB7E6804F1A8206A7E51C9A741A09D9E,BRINQUEDOS
50556C630443502C11ACDE1C320FE278,BELEZASAUDE
88D2C501EC765F5D7E8038FA6AAB0E62,BELEZASAUDE
722FB67C17907E21734449C091420BF5,UTILIDADESDOMESTICAS
43B6D9E46E1E6B8AC743A1C31E462937,FERRAMENTASJARDIM
1FFE365AA7583189E63F2FA4F060B269,ESPORTELAZER
3014E35FD70FCE29095CED5CDC89F4CE,TELEFONIA
E869D449CC32881790EF9AF9B4C670F8,MOVEISESCRITORIO
A1B3A75AAAEE5C9A683F2266C088F720,RELOGIOSPRESENTES
7FDBC1ECF5FDF5C98D9B14E110133EB3,ESPORTELAZER
15B3D40F375C0645C1EED4ED1CD8E17A,FASHIONBOLSASEACESSORIOS
1CF39A397EFA955B102A52EE7EC5531C,AUTOMOTIVO
F9471562478EBA8761BC985B968A0092,UTILIDADESDOMESTICAS
E96BAC5656EAEC25F3D76757FA16D9D3,CASACONSTRUCAO
16B06EDE456B922E56FBB4B3818AA875,FASHIONBOLSASEACESSORIOS
C7147724CD430269C6296FC758C0A086,UTILIDADESDOMESTICAS
DBB399A8BE7395D5B136D49FCDCE13DF,INFORMATICAACESSORIOS
ED46D1FBD7BF78CE79910C09FB892ABB,ESPORTELAZER
D458378A178CD7CAE60052319CEBF235,PAPELARIA
596363933ADF57DF745ECBC8AFEEC226,ESPORTELAZER
4473F3E5C65952B074EF987FA5C24662,TELEFONIA
8C9FAF6AABEE9B2A30B83F92D786F6DE,LIVROSINTERESSEGERAL
8E71B24C3E25A92FEF6176120A67FAC7,INFORMATICAACESSORIOS
828FE032935D7C1901682E5B6CC076C2,PERFUMARIA
19502A282608C5627FB32E22724727FC,BRINQUEDOS
DF473738565B52F77B4E22B328B41576,CONSTRUCAOFERRAMENTASFERRAMENTAS
657491063E8A63247A108A4D9CEDF020,BRINQUEDOS
A388F2043CA885DE714453E4FAC616E2,TELEFONIA
4C6018F41A6C2E5543CC034E94F5CE5B,FERRAMENTASJARDIM
A85543A371D5CFAFEDB80A8177A692B5,UTILIDADESDOMESTICAS
6B017E0D95D8765A6F2BED3BC272C61E,FASHIONUNDERWEAREMODAPRAIA
6D14F72AFFF32795290F2DF6507F063C,MALASACESSORIOS
75B433CA888FE027B18DFAC89A284667,ELETRONICOS
9AA70106D14B83C7AD033592870B2B30,UTILIDADESDOMESTICAS
42FE4AEFC7E8A45DD96A59AF81DD3FEF,AUTOMOTIVO
A04CF12934A318BE6550B1AEAB938BF2,FASHIONCALCADOS
224703229A7C966A5B191651E1561BE2,ESPORTELAZER
43724B27731595D954E911F443FB1CC4,CONSTRUCAOFERRAMENTASCONSTRUCAO
B29CA3D3127057C43EF4B364BBE360EA,BELEZASAUDE
5E21D5CAB5D33E770D8150A4EE6117DB,RELOGIOSPRESENTES
55610B8B7D48294E69FC23F513DFBE98,MOVEISDECORACAO
68BFDBFE84F03AF17733B10362F10020,MOVEISDECORACAO
A5BC1334F1762CE0A844F3F694DC08E1,CAMAMESABANHO
701FF123E9085DCC9C2F833EFDED6374,COOLSTUFF
73B499A2F5002C0A2158A478CC5A096C,UTILIDADESDOMESTICAS
42F14EDA412436B96CDE4F4025ED5F25,ESPORTELAZER
47969DD948E918289F809BE899DDFB4C,PAPELARIA
446295CF6F689D4DB477145815362608,PAPELARIA
280C05C66173C2B377F3E449E33ABC6D,BRINQUEDOS
4A96DE21CCFB22EBE1C56992ACBBD7FC,CLIMATIZACAO
C45A1DE8CDB00AF9BA1F3C097561B77A,CAMAMESABANHO
1B37262EBD1307A6C9AAB9ACA8584E76,PETSHOP
04869307F7E7DC5B07F1D83406ADE1E5,BRINQUEDOS
8BB6ACE4CF2411747EA1CFECAD5A458D,BEBES
21DB47F6493B06E8E7FC562EC9890E77,INFORMATICAACESSORIOS
F4D705AA95CCCA448E5B0DEB6E5290BA,CAMAMESABANHO
BBAEF2EADF31FE3EA6702077398BE06C,PERFUMARIA
3FC3D637781E5D185455013606A6E2CD,ELETRONICOS
21D325F98C6505A72B1BCF363F3D3F88,BRINQUEDOS
F6691C7E7A0C12D28003C97608DFE605,FASHIONROUPAMASCULINA
C615805546392EC3B8A20C6590C4D400,PETSHOP
6E9C52B407FEA24064F7AB2B144FBF8C,BEBES
E07F6E9343CAD06F34D0A7A09EEAC4D7,BELEZASAUDE
80FC21F90A43FDCFC623F11F5457DB10,RELOGIOSPRESENTES
9CAFEF108028EA326352E901A8B729A7,CAMAMESABANHO
DD783A33BC94BEF9C728611320D559E7,BELEZASAUDE
EC019A7E1FEB42072E2A07B6317C7EDB,BRINQUEDOS
20424E1F503B9CEEEEE60B717B11EC36,UTILIDADESDOMESTICAS
795ED173180B101B114960E572D2181F,MALASACESSORIOS
40A75445DCF4958B8C9B3DAC6898094B,ESPORTELAZER
FFF0A542C3C62682F23305214EAEAA24,PAPELARIA
21419FBB5E6E21591C1DC83CB75AEC07,CASACONSTRUCAO
D801448D8CF48FD15A66DC8779D47241,RELOGIOSPRESENTES
D1FBB5683C8E93F314D0F2BF40D07761,CAMAMESABANHO
4E7F36F28C51E114A343625B628DD429,COOLSTUFF
58BEF3AD35AED45B92CF03510E6CF5CE,ESPORTELAZER
532D7F19B8005E415F5B98A1CF4A8690,UTILIDADESDOMESTICAS
AEDB7E30007F6051C5B3F97156B0848A,ARTES
C752F2BC46AD4B389290CF5828A1DB62,BELEZASAUDE
7207700449F2433076D70A5B1C004EB4,CONSOLESGAMES
582DFC3697C5F834A5DDF28460BA9222,FASHIONBOLSASEACESSORIOS
54910B8287ECEA5F93A008EBFA94A15C,CAMAMESABANHO
ECAAE002060173EC59F5B168CBD55D70,AUTOMOTIVO
9E48435521202C8795E21AC42EFCC761,INFORMATICAACESSORIOS
F46C384460008DF0071849D01B39834F,ESPORTELAZER
4FE53F6C123977FFA0DDA91A2962C9E8,MOVEISDECORACAO
7AEB83CAE61B0E94E6426CBA2598AD9E,UTILIDADESDOMESTICAS
3FC23AD64A8EE1F1451C8C44932C5D22,CONSTRUCAOFERRAMENTASFERRAMENTAS
DCCEF777BC505F2ECA720502C209988D,ELETRODOMESTICOS
B6BE875ACCA0B4862CAE6479C5D9E6FA,FERRAMENTASJARDIM
84E1B9C6BA2ED178BD217097B41F1251,MOVEISCOZINHAAREADESERVICOJANTAREJARDIM
93C285DAD77A797CF2193EAD6AFBE107,UTILIDADESDOMESTICAS
1BA7948F3AA31CDAF78A4885F3C5385A,BRINQUEDOS
6A61A5D77A8571A0646E8C0F75F572F4,BELEZASAUDE
0E40B1ED4CFD3DA1962EC91913E54BA8,ELETRONICOS
2DE8789BF8ABCD2F6C7866F9429B1986,PETSHOP
D394D30215872BE4CDA2C67C1CE5B981,ESPORTELAZER
9181A16945EF449AA81212D5139945EC,BEBES
B166907A5770631B7DEEDD0891B1B7AB,UTILIDADESDOMESTICAS
302A19DACDBB5ED2F74F9DEE8126EF79,BEBES
1FB2C1A0D7F863E0644077CB5D8F80DF,MOVEISESCRITORIO
0A17941F41B99D2F070FAB54B458A4A4,MALASACESSORIOS
98190F6A2C3253D07CA86525BB238162,ELETRONICOS
A18A23A783FB7576A8F0F6FBC2AE2B58,BELEZASAUDE
E2C3ED9AADDFD2312A6A5FE9B3DDADD3,BRINQUEDOS
71C808620FA8DAFBE6CD6C638CC67567,ESPORTELAZER
25CDEF5B1428725AA16B8B9A6FBD72CA,INDUSTRIACOMERCIOENEGOCIOS
A1BF559AC1EAB015BA992BD76D9D76C7,INFORMATICAACESSORIOS
3B82733180834CC02658403163260204,MOVEISESCRITORIO
ECA3036EF7BA11B3331C334B7053FE13,TELEFONIA
6B75CE117B8FCC75289CB6CBE589DE6C,TELEFONIAFIXA
23AB7BB9EAC81E85EC43ED71064CF7CE,CAMAMESABANHO
5CFE07A11FD4F35D3C5CA21CD60CEE6E,FASHIONCALCADOS
78119FBFA709D07B86F5CCF15043C6D6,COOLSTUFF
9138555A5066B7F16BF15E75C7DB067C,CONSTRUCAOFERRAMENTASILUMINACAO
1EC5373950B7877C5DE483A123223810,ESPORTELAZER
34607082301052079A3BFFCD12C5ECFB,UTILIDADESDOMESTICAS
4CEAB0364CE2BEF8363B89F4719BBFF7,CAMAMESABANHO
C9FE02894880831F6F28D5AC212D036F,CONSTRUCAOFERRAMENTASSEGURANCA
3C883B9D3FD2D0CE448D4136349DC0A4,CAMAMESABANHO
98D0E0CA6213EDC063889593A2475E36,AUTOMOTIVO
F2C1DF0FC307EC60E3321C708C1DCAC3,CAMAMESABANHO
622D3B263CD40B06E1EEEA144FB83F19,BEBES
15CD31F93B25E5A517F05B1AF31D353F,BRINQUEDOS
CD7701670288642F7BE9437DEC9034C1,PERFUMARIA
3519403062E217F433E0BBDC52E0B19F,CONSOLESGAMES
37DFFDE0476450E75DAE423136954B0F,AUTOMOTIVO
D68BD4DEDCCC5545B1FF6629DE8FB021,INFORMATICAACESSORIOS
E4C0D69BAFFF0157F574AAE9A147A8C1,MOVEISDECORACAO
B6B4AB44D1F3C2A645ABBDA76AF2A993,RELOGIOSPRESENTES
D19D6968C8FA843DA04BF9C9D23C312F,AUTOMOTIVO
DE984954E2E130136BCF8988BC973D90,INSTRUMENTOSMUSICAIS
C6336FA91FBD87C359E44F5DCA5A90ED,ESPORTELAZER
D10ABEA506594DE1DD5EA21851F94062,BELEZASAUDE
4BAE12E58C9B828E1302A2CAD437B80A,CONSOLESGAMES
ABA0932CEDF32B2A7B6B832F11769613,BELEZASAUDE
F777C903946DD86FD00CD5B32EC3E907,CONSTRUCAOFERRAMENTASCONSTRUCAO
2E511B5741AB14E7F5294DF6F1310B03,INFORMATICAACESSORIOS
74F250ADF8F41738CA96718232A41499,MOVEISDECORACAO
F16CED867A24A244AFEFB5B867F337DF,FASHIONBOLSASEACESSORIOS
1CE0E963805E3C170485768E8B09FE65,MOVEISDECORACAO
A530B23A71594D0D986A30359E207762,MOVEISDECORACAO
D294BD539D8C70342149BEB38B767AFC,RELOGIOSPRESENTES
FE9184887637170F6DA65623475D6A66,CONSTRUCAOFERRAMENTASCONSTRUCAO
3DA6F3C6C1AC8C36FF45B1A493A44E82,MOVEISDECORACAO
8A4667CE8C036B0D54DD65A38298BFC0,MALASACESSORIOS
26D114F0B4F14F5E3B3DB0E211019777,MOVEISDECORACAO
EF22B718807D8B96162D9B021912F178,FASHIONROUPAMASCULINA
599E5320AEF0C7DD9E3FED9B2F673D41,INFORMATICAACESSORIOS
ACFC0FD945C522A0D2266D45BCDD91C6,PETSHOP
2029248294C186017ECFC48CECD47BBD,FERRAMENTASJARDIM
E8F22DF5FA5B454907286AA61D6216A8,FASHIONCALCADOS
4DA06DEE0A480B5D666886EA00B4D9B3,CAMAMESABANHO
39D5F0EDFBB6EE4D1C524DD620C0BC7A,FERRAMENTASJARDIM
185013B2B9237C14BD26A394D9FDA023,CLIMATIZACAO
3D1E658DD7DC71B44B125BDD18236FB3,MOVEISDECORACAO
5E459BD31247EE46FA95B09556600A6A,FASHIONCALCADOS
BB31A27A0B24236C8CE7E0C6264C51EC,TELEFONIA
99A5E7A2C16478FF3F0EA9C20EB2820F,AUTOMOTIVO
8A2D3285DE64B2117FBF83784ACD09FC,AUTOMOTIVO
FDAC82E439DAFA5F87A9547581532380,AUTOMOTIVO
B3F29E4BBAE3C829F7C4231074C307EE,UTILIDADESDOMESTICAS
115BC0865DC675638645E1AB5311E30C,BEBES
E71BA6DC5EF4B3BADA7EE8D17304D31E,CONSOLESGAMES
062597771EE91356EA34084F28C03A4B,FASHIONBOLSASEACESSORIOS
8D51190D4E52D32E6ABF3D0551501114,TELEFONIA
10D43B23591DDE746F32FE6A7BEB5BFB,BELEZASAUDE
B0CD550945DA1DE6EB9CB69595D540DF,ESPORTELAZER
E83DED7D97B96D338C4E72BB1FF7676C,FERRAMENTASJARDIM
CE130B350F529A1D6288F927DA7404EA,CAMAMESABANHO
C04B8195870068FF5C495F269A0BC993,LIVROSTECNICOS
454157D7294823CC44AD21D4FE31474A,ESPORTELAZER
F0737B524FE6B57F2AD4F174CE23A62C,ESPORTELAZER
BC4A074AB7A7FF14E98FA64671A79DC0,BELEZASAUDE
6C3FC3C928CF7D57418923FFEA326D9A,COOLSTUFF
DC582E9AC5036846ACFEEB3093B17AA7,PERFUMARIA
E84FB20FE338824C220166D3CD562CBD,BELEZASAUDE
3C2F792F1041177A81913A977431A99E,ELETRONICOS
BCAD5B050C241AF2FDC24C51556B297C,FERRAMENTASJARDIM
0D8C64A12C0E49B2515674C031B965A1,MOVEISDECORACAO
E5D860A0FFF2E94BD1A406456CC6C4B3,ELETRODOMESTICOS2
ECA26BE90D3B3454DD69A13A05BDB46E,FASHIONBOLSASEACESSORIOS
C4344F6DE69A96DA8FEBCE3F885171F0,CONSOLESGAMES
F092EAA771E3DCA0BFECA32B5C9D5669,INSTRUMENTOSMUSICAIS
DEBEFA981200019B8C4A45D0176125A6,CAMAMESABANHO
D0877F0094337C414D23F5A3C7BAD20C,MOVEISESCRITORIO
4ED86BCB86407328452AC1C5B3B89D67,BEBES
E117CA2A90CFD40B93450B0B60F834E4,CAMAMESABANHO
4C303E0FD131AA3FE487C108B5AA8C06,ARTIGOSDEFESTAS
63F7CD79973145C9E6BB11C5FD03E82E,FASHIONBOLSASEACESSORIOS
A2BD2EAE20998A24C22B110334928B02,MALASACESSORIOS
55103CBBE0851D3A303A022CC4140628,MALASACESSORIOS
F97D74310019B255120E4316F4515D74,FASHIONBOLSASEACESSORIOS
3D649F0E12C7B5F9EC7E00F538CC13F3,BELEZASAUDE
9A5A361F3CD6C280F6BF4FFB6207C51E,PAPELARIA
C354569EEFD558BF201D0AEDF35608ED,CAMAMESABANHO
7F383CE1A13D3D90E3D6074557EE8DEB,TELEFONIA
F2A1B32F85CAD59FF2A8444154AC25F0,CLIMATIZACAO
5027A29C73FB3AA5E93EAE6867C9A2E7,PAPELARIA
457C5F8A59156CE6315753D8D788A16A,RELOGIOSPRESENTES
3EB0CD17F2BFE15716E113962806A5DE,CAMAMESABANHO
76DF076D70248FA44DE6ED8C31A1A9B5,PAPELARIA
7683FE3E73BD7AF6D0F6A6ED497CB04A,CONSTRUCAOFERRAMENTASILUMINACAO
E63E00CFCD91A5B34C13E2134671E842,MOVEISESCRITORIO
A77E6C93242AE050800CB3E5B98C2FCD,BEBES
A1E9B0D76A76FF474F4A4374FCFB8C42,ESPORTELAZER
1DFB36D969D347F56F43590EC42C7B8C,ESPORTELAZER
AE728F68E1FE806253238E93F2BFC324,ESPORTELAZER
A1D17216996BF0CBBA886F91BFD31C77,TELEFONIA
22776EBD2BFDF5F55499FD324862A673,AUTOMOTIVO
6B5AF19067EEADC0F331687A79CA656B,PAPELARIA
C72A1A8C3BBE15206D1880CEDC7BD791,INFORMATICAACESSORIOS
F14AA2BA817EF24CCF7F99C0CCFAB59A,RELOGIOSPRESENTES
F2D80346F1DD6986E9E6611DB7B708AA,BEBES
1F64EC386A6BE322E71596931F5D2377,PERFUMARIA
B97114B2893E68400AE867459B491BCD,CAMAMESABANHO
EF6AA884E3493FD38CC8EE47D8D79D10,COOLSTUFF
769CC5A32D4E6C7710013F35A73D45E9,ESPORTELAZER
E24F73B7631EE3FBB2AB700A9ACAA258,FASHIONBOLSASEACESSORIOS
0417855683DE23BA1E20E8A358A5AC7C,AUTOMOTIVO
11DC4053871FF53FF79FB1FC7E6B160F,ESPORTELAZER
8729E9BC4B7F0422448D80ED35AE329D,BELEZASAUDE
ECED39E6C33DB4B865EA46D12DDE67D8,BRINQUEDOS
BAD5BC36E62C12C840045474C6DBE021,UTILIDADESDOMESTICAS
AFCE90DF29B9A0C1BFE5E1033F1197B1,TELEFONIA
06EFA56B8557E1EFCB2C107F55D1A8DD,FERRAMENTASJARDIM
FA9CF28BEAAFE4F4BEC59550F6C76481,MOVEISDECORACAO
0BB7CB61F1957F79DAC582AB66CCDC1F,UTILIDADESDOMESTICAS
AD19BCA6E0F1919433D7E21D534DDB50,LIVROSINTERESSEGERAL
334995514673FB6BAE67885458B52984,UTILIDADESDOMESTICAS
95578BE74A242E7A0EAE084908BBB5F8,MOVEISESCRITORIO
288D91794EB2B14FED9ED5E469CB87C3,CAMAMESABANHO
F72379337062680CA5A2B7B0275913D8,MOVEISDECORACAO
24F9F99148480CD31288ED4E7D962E15,MOVEISDECORACAO
4C505E52BEDF9651C08793647C925E65,CAMAMESABANHO
77C0D362526797BF132AAF564B1E436D,FERRAMENTASJARDIM
C23381297FA734EA441A15D723199FB5,INFORMATICAACESSORIOS
8B6A57FBCF171E0A44F97AF7AF858939,INFORMATICAACESSORIOS
78BD107DBC2F94F453C1BAC8D2B4EDE1,UTILIDADESDOMESTICAS
EF76EA9EE88AD60B9680C7635F2BAAA8,BEBIDAS
C8A0FE4FB537A7864E6ACA0477A6DA9C,CAMAMESABANHO
6BB81626D06FAFB4D7EAB61AC9ED70C6,BELEZASAUDE
9339DF4B551CC289617ED742B9AF7925,TELEFONIA
09C3D39641970009C198CAED304CCFC4,BEBES
7130A7CFBE3BB2F11F6524E0CEC6EAFE,PETSHOP
76FFFD0056AD48FBDDAC939C05E05CFF,RELOGIOSPRESENTES
E05646078B508FF048D63D3AF7775CA1,ELETROPORTATEIS
15571DCE56FF7D152DAB99A0BC8354D5,ESPORTELAZER
C571BD52D56C393E52B38A593DA5950F,CAMAMESABANHO
2EFBCE46D36D9AF306D4300DB163B276,BELEZASAUDE
