seller_id,seller_city,seller_state
791CFCFE22FE4A771ECE27F90017DA92,RIBEIRAO PRETO,SP
392F7F2C797E4DC077E4311BDE2AB8CE,RIO DE JANEIRO,RN
0C8380B62E38E8A1E6ADBEBA7EB9688C,TRES CORACOES,MG
37BE5A7C751166FBC5F8CCBA4119E043,SAO PAULO,SP
87D73636A3ACF123E842BB890A4DB036,NHANDEARA,SP
3D3CCF2B2F8134B10DCE9DD446F0E075,IBITINGA,SP
E24D3429D294B2EB200B064EBB035879,SAO PAULO,SP
44073F8B7E41514DE3B7815DD0237F4F,BRASILIA,DF
05CA864204D09595AE591B93EA9CF93D,BARUERI,SP
9D39404483343DD55C7AE254494D8388,SAO PAULO,SP
F9EDA05B67BEF472DEADDBBA84ACA289,ORLEANS,SC
75745EF7BC7D4F3EA3380F6F5303F514,BRASILIA,DF
0692610D8ABE24F287E9FAE90EA0BBEE,SAO PAULO,SP
7B07B3C7487F0EA825FC6DF75ABD658B,SAO PAULO,SP
99002261C568A84CCE14D43FCFFB43EA,CUIABA,MT
E5899683388855D3DABE8913BBE365DE,SAO CARLOS,SP
784BA75DD9D20200C4CAED3D7A77141A,SAO PAULO,SP
099095B050CFE8EB1DDFF5317587E96E,SAO PAULO,SP
0AD80DE75C811326389CFB1DABA7D45E,RIO DE JANEIRO,RJ
B9A03475E6447E631B6799EC8274800F,FORMOSA DO OESTE,PR
BA6B4A237F92479743CF0CA06B67A9AC,RIO DE JANEIRO,RJ
EA00F977A203FF88ADF7057CB7806998,SANTOS,SP
82E0A475A88CC9595229D8029273F045,SAO PAULO,SP
AD75519A07F039025E83795A4418470F,SANTA TEREZINHA DE GOIAS,GO
34AEFE746CD81B7F3B23253EA28BEF39,CURITIBA,PR
ED4ACAB38528488B65A9A9C603FF024A,SAO PAULO,SP
F0837C8D71434931D9E38E7B79234797,ARVOREZINHA,RS
FCE62094FFE6A4009188EC44E681DFDD,SAO PAULO,SP
EBEF8D8C92B4FD3226E5D407BBFF21AC,RIBEIRAO PRETO,SP
D73CBD89533CE8B041A9190241453AC8,GUIRICEMA,MG
75A4764C108403A7A0575140CB22287C,CAXIAS DO SUL,RS
70C0FDA4C313D87115644D39E62EEC60,CARUARU,PE
FFCFEFA19B08742C5D315F2791395EE5,CURITIBA,PR
26E13B6FF5B641B329E5524241EE2C93,FRANCA,SP
0ADE5CC4A305ED7093A23F68CA47519C,CURITIBA,PR
FC59392D66EF99377E50356EE4F3B4E1,SALVADOR,BA
B18DC380845B24038CFC48006478F099,DIADEMA,SP
F22A247B79DD22ECD91DC8E3B2A1B07C,ITAQUAQUECETUBA,SP
889009A0ED0BB52C87819941192931B8,LENCOIS PAULISTA,SP
FFC470761DE7D0232558BA5E786E57B7,GUARULHOS,SP
4C498C7345E89AEBAD651544829BECA0,CARAPICUIBA,SP
01BCC9D254A0143F0CE9791B960B2A47,URUACU,GO
F021C962AABA8EF6EB527A9C2C8394D1,ITAJAI,SC
024B564AE893CE8E9BFA02C10A401ECE,SAO PAULO,SP
A513150F33F99A06569E9CD5C4BB889B,SAO PAULO,SP
C1DDE11F12D05C478F5DE2D7319AD3B2,SAO PAULO,SP
02F5837340D7EB4F653D676C7256523A,CURITIBA,PR
7B98DE631987E26DD6D803490C43A13C,LOANDA,PR
F12FF17AD8BBF01EC5C33B17E506649B,SAO PAULO,SP
A64E44665225D19DFC0277EEEAACCC57,SAO PAULO,SP
6A8A889BDE935BAFA76D7848782DFAF9,SAO PAULO,SP
42B6488F5B8246D9141712ABD4B1B693,MARINGA,PR
D6CD01C59123DF02FC226EADBADB5F89,SAO PAULO,SP
C8E135E7B21ECBC36C1153A29D2F5A06,SAO PAULO,SP
229C3EFBFB0EA2058DE4CCDFBC3D784A,BELO HORIZONTE,MG
F9A02F1922D1DE564392E656D82B3FDA,FERRAZ DE VASCONCELOS,SP
9523FB39DD240AA958E040F8183D64F3,SAO PAULO,SP
95EC4458365C4D11F452CCF538377619,LIMEIRA,SP
6EC1A01E866584BB679EB9B098345919,SANTOS,SP
F6122BC84774DF1B372BDB3BB88DDB9F,BARUERI,SP
FA40CC5B934574B62717C68F3D678B6D,SAO PAULO,SP
623AD9D0C1E14BB5464A8C72BFF7B4AF,CLAUDIO,MG
C0098EFCF800861DCAE589AFFCA31408,RIBEIRAO PRETO,SP
A63BFBAA882C8F4542891B4E2246CC7F,NITEROI,RJ
48B6C3F4C6A93171DA04B75313F2130F,OSVALDO CRUZ,SP
270D3EF21830AD0ECF3A6C53D08A533A,CARAPICUIBA,SP
89C127985A8B130CFA45C1D36764017A,OSASCO,SP
8B2492B7FF4468839593FAFEED55BAD9,SAO GONCALO,RJ
1E9D5A33694BDDB76316FD1F54734D20,JACIARA,MT
5E49E3A44BDEB5AAB2684258BBD4F525,BALENARIO CAMBORIU,SC
8E34331B7EEDD03BE4E5D965C1956225,SAO PAULO,SP
AAED1309374718FDD995EE4C58C9DFCD,TIMBO,SC
11D4C477D09821164BCA4F70A2EAE031,RIBEIRAO PRETO,SP
FF314FA6033CC68EC451C47AEE2D6BA4,SAO PAULO,SP
D1C7FA84E48CFA21A0E595167C1C500E,JACUTINGA,RS
C7246702DC991A06D788120DC7544391,FORTALEZA,CE
E819BCFADE7B5D88A27325EB6CFD62C5,GUARULHOS,SP
6D2F2E3B539480DB1E0842B3A4E32E6E,GUARULHOS,SP
E88165A185134E13FDFC85D4FA654DB8,FERRAZ DE VASCONCELOS,SP
9E6229250FEDBE05838FEF417B74E7FB,MIRANDOPOLIS,SP
5ABB8EA023C77787F2C15DA891C8D384,JOINVILLE,SC
1D953075C2F0DD990BACF27B83B330F1,BELO HORIZONTE,MG
817245BCC3BADD82BBD222E0366951A6,BAURU,SP
CAA9BC43A9FE8CF9C564DDD8A03CC4A6,JACAREI,SP
615005A3EF192C00C6F0E977CEE3D2BC,ITU,SP
1284DE4AE8AA26997E748C851557CF0E,LARANJEIRAS DO SUL,SP
5FD924B4836098A5BE0ECF81BA054CE0,SAO PAULO,SP
7178F9F4DD81DCEF02F62ACDF8151E01,VIDEIRA,SC
8132B9BD16876E1B0F8808D43825DD48,FLORIANOPOLIS,SC
3F995F07C49D0D55A99D5C54957F7D81,ITAPECERICA DA SERRA,SP
A6BD7D1CCDAC48C6B33B28596B7EB122,MAMANGUAPE,PB
6650FCCCD8CD2F7E55FFA524F30C4C59,SAO PAULO,SP
3DB66A856D18A9CBA7C9241FC5221C50,PONTE NOVA,MG
8B181EE5518DF84F18F4E1A43FE07923,GOIOERE,SP
10FF823EDA2B032E2C93D17A7D294736,PEDERNEIRAS,SP
B4A476FBD28DE64B1E347ABF9089366A,ITAPEVI,SP
39C763CCA83E654764B7A4A650FB9B7C,GOIANIA,GO
DADC51EF321949EC9A3AB25CD902E23D,SAO PAULO,SP
83B08DE96980757220871B31BF6CFFCA,RIO DE JANEIRO,RJ
14A08204D03BB6B6BDE8029F801AE0EB,SAO PAULO,SP
BEE36B4F9A2B9FDCAFF6EC05DF202ED0,SAO PAULO,SP
28872DC528E978A639754BC8C2CE5A4C,CAXIAS DO SUL,RS
C85D7B477A709C85A1E8B8F25AA1B270,SAO BERNARDO DO CAMPO,SP
739C7D7BE81F63812DEA0D1B1451C651,CAMPINA GRANDE,PB
657969CCA82E884D272385EC0EF06EDD,ESTANCIA VELHA,RS
455BEFEA1BB853C75CCBCA94CFF26E5C,RESENDE,RJ
800214C63934ACD05D47E84214DB8BA8,JARAGUA DO SUL,SC
5CF1EC37AEA089F45110C70653A166AB,SAO PAULO,SP
0A82F5FB06A4FE4AC2CF7CB412EC71B8,SAO PAULO,SP
E45EDF75F568ED2F93F78D060E246E25,RIO DE JANEIRO,RJ
3D621842B2ED28E2B474132480EDAC3C,SAO PAULO,SP
BAF15155E37EF5492731459BDC05BE8A,SAO PAULO,SP
C0AFF2DA32C17759D30B22FB0AF6649D,FLORIANOPOLIS,SC
A17F621C590EA0FAB3D5D883E1630EC6,SOROCABA,SP
4DEEBB3199EEAFB282AE33229144F94B,SAO PAULO,SP
9D69BA0A7A626A64DC5DB08E529559CF,RIBEIRAO PRETO,SP
F92D8C817434BD2D84D4E9C61322B7FA,SOROCABA,SP
8CA5B19E0263150D2C57AFDDE2B3D011,MAUA,SP
EEC3469D83E142F9A104886655338C37,BAURU,SP
55BB6FE5BEBE5012E2D7D9928E1128FF,BAURU,SP
D180E07DC1E58C31C3F0CD599DC4D945,BELO HORIZONTE,MG
D6B1CE66B035A475F00C017792FF9769,SALTO,SP
3AA3C89AE3CD482385568BE76120F63C,GOIANIA,GO
FE4CD9461203CEE790D36792420B310F,CARATINGA,MG
C3AAD7DC65449AE90A5E9C3C6C1E78E0,AURIFLAMASP,SP
F5FEA3FFED6C2E889BAB72705557C63A,RIO DE JANEIRO,RJ
ECECBFCFF9804A2D6B40F589DF8EEF2B,FRANCA,SP
A254C682CC01E119F83530446F1DF9A9,CAFELANDIA,SP
830379336FAD8C6F3B15A4A3DDB5C66E,SAO PAULO,SP
7D13FCA15225358621BE4086E1EB0964,RIBEIRAO PRETO,SP
1B4C3A6F53068F0B6944D2D005C9FC89,SAO LUDGERO,SC
B92E3C8F9738272FF7C59E111E108D7C,UBA,MG
B8555308BFDB4CA1ED54325A58DA9A97,SAO BERNARDO DO CAMPO,SP
71593C7413973A1E160057B80D4958F6,SAO PAULO SAO PAULO,SP
1DC2DE47EE26A0A5B12DC14FD6DC0DEA,IBITINGA,SP
6C6E3D67F969468F3BFD33F827A31222,MARINGA,PR
66D5AE34537110D3AFFC56174DAD2B2F,SAO JOSE DO RIO PRETO,SP
781A66C0D89E30814D49FE8B5E14CD07,CAMPINAS,SP
A4BD6E9ADF39B63F43DC545D3CA1F53D,RIO DE JANEIRO,RJ
F88ADB15807168D3C43D71021090CE4A,PORTO FERREIRA,SP
FA8D335D68129E464E60C1826A683E96,TRES COROAS,RS
F12D3C2A14729AE461B920C11FE20FDC,SANTO ANDRE,SP
4917CEE8D902E13428C3EC4B1CA6F315,BLUMENAU,SC
741F8C587CB4248EBC5B779A0E8E0E51,SANTO ANDRE,SP
4BCEC44888B30BA9001234C534716D3F,SANTO ANDRE,SP
A663D9C3797E90EAC99FF60939416A56,SAO PAULO,SP
DFF87E4DE60C9736CE8DF835951B09BC,SAO PAULO,SP
AC1ED5FC15901FBC92920361EB4AB350,SAO PAULO,SP
F9903DD0F812C7E771FCAD47B6FFF231,BLUMENAU,SC
AC9B01377919CDBD2A1BBB8D5837C70B,MOGI DAS CRUZES,SP
5011F0D93373A4C5753ADF58CA77AF8D,SANTOS,SP
A4E634166243BBB3A13FA584463FA468,OSASCO,SP
50BF89F1349BC0409A268C3A49678009,JACI,SP
50C9975695009E5E6473912E83A6D1DA,CLAUDIO,MG
42D4B7E70819438F5ADA61C965E92D7E,GOIANIA,GO
7AA4334BE125FCDD2BA64B3180029F14,LARANJAL PAULISTA,SP
B14DB04AA7881970E83FFA9426897925,SOROCABA,SP
FAC1A9017ADE7BDC94058FC1C969F355,SAO PAULO,SP
31AE0774C17FABD06FF707CC5BDE005F,AMERICANA,SP
F0EC6A2ADB05C62655A26DD347B8DEDE,SAO PAULO,SP
CC1F04647BE106BA74E62B21F358AF25,SAO PAULO,SP
1099A00E0EE3A50935E6C2447CA090C5,RIO DE JANEIRO,RJ
3D700782D7818F2C1E0D7A9E9D75FC00,SERTANOPOLIS,SP
A3E9A2C700480D9BB01FBA070BA80A0E,IBITINGA,SP
C3F5668699A1B04C0FA61ECEA1E2BFF6,APUCARANA,PR
80F2CF9ABF6B5A0E5C612B5EEA6646E6,SAO JOSE DO RIO PRETO,SP
516E7738BD8F735AC19A010EE5450D8D,RIO DE JANEIRO,RJ
4FE2F67634D00C021AA01F96B6F2D68E,MARINGA,PR
9F505651F4A6ABE901A56CDC21508025,SAO PAULO,SP
17ADEBA047385FB0C67D8E90B4296D21,GUARULHOS,SP
7142540DD4C91E2237ACB7E911C4EBA2,PENAPOLIS,SP
C04D70D515D15A7E3DB3A73320598566,NITEROI,RJ
A3A38F4AFFED601EB87A97788C949667,JOINVILLE,SC
744DAC408745240A2C2528FB1B6028F3,COLOMBO,PR
9B013E03B2AB786505A1D3B5C0756754,VICENTE DE CARVALHO,SP
8B9D6EEC4A7EB7D0F9D579CE0B38324D,MESQUITA,RJ
38E679B9E0064CD94C6F035707344DAE,LONDRINA,PR
5444B12C82F21C923F2639EBC722C1EA,SAO PAUO,SP
83DEB69E889CF80F82BE1DC6D5F2D486,FLORIANOPOLIS,SC
54AA8463E87776B5612F4BDC4BD5D4DE,BELO HORIZONTE,MG
2E7EA2AAFEC5835E781B21D6D1FAF1F1,SAO PAULO,SP
79EBD9A61BAC3EAF882805ED4ECFA12A,CASCAVEL,PR
1CBD50A8C52E6CF8E315C5709FAB386F,FAZENDA RIO GRANDE,PR
E503F22BE6A4F456D9851920A5D9C670,SAO PAULO,SP
88AF55B4A7CA402B27DF16F7C7C9B5D2,TABOAO DA SERRA,SP
5F3AE9136C875522250F8184F253413A,SAO PAULO,SP
B026643914F651E8371425E5B8A1E780,RIO DE JANEIRO,RJ
26AF45F5DFD967225A832838AA4E24A3,CURITIBA,PR
9DD459B29A14BF89D47183CF2CD0E4C7,SAO PAULO,SP
8E6D7754BC7E0F22C96D255EBDA59EBA,SAO JOSE DOS CAMPOS,SP
E250D617A0AD591BA9BD663E584A895D,GUARULHOS,SP
92C8BC6E8F925792247656FED09AAD65,SAO PAULO,SP
E53D5B9B29D1218281F4A907ADA18626,TOLEDO,PR
3CA08EEB8D5595949FED424BD3677742,CURITIBA,PR
CBD996AD3C1B7DC71FD0E5F5DF9087E2,SAO JOSE DO RIO PRETO,SP
8DAAB2245EBDC277C51098D01C5AD8EF,SAO PAULO,SP
15B3B1B81484422EB41DF68AC87F1F50,BAURU,SP
E067AD2C1C0B48758EB1B5228BCF7A68,SANTOS,SP
F626E15B7314C267E4429010866F70E9,MARECHAL CANDIDO RONDON,SP
F1FD5AB1181F827FFAD998C1A5DE7D74,CURITIBA,PR
A7C88262832DFC683781D6A421EDEFAE,MOGI DAS CRUZES,SP
6B1C4D4D9CCF0BE3D8544EB0E71E5318,PORTO ALEGRE,RS
4E85B538B0DAD58852641540686D0E14,SAO JOSE DOS CAMPOS,SP
093805F8F2AEB63881444571E1F48F30,OSASCO,SP
5ACD070DD3FE441BBB2EC1F1EDE515EE,JUNDIAI,SP
3C010235B7345C92F125D14EE232A76B,MANDIRITUBA,PR
CB9FB4CA75D7BA8437480E8DDE64FE98,SAO PAULO,SP
CE33C6211BEAA8FEF4CAE8B52DB39862,SUZANO,SP
081ACF3DE680D554796C9CF041BE7BC2,VESPASIANO,MG
6989574BD97D9773F10D232B6C07DA59,CURITIBA,PR
535BF14F36346C7F59D87CECE104D70C,RIO DE JANEIRO,RJ
8501D82F68D23148B6D78BB7C4A42037,BLUMENAU,SC
7F02656561B680DEF9986C0795A8A080,SAO PAULO,SP
57A834594E1E9E9219603BFEC184EADC,SANTA ROSA,RS
8FD3B4468F6425810648177996C14CBD,SAO JOSE DO RIO PRETO,SP
6D803CB79CC31C41C4C789A75933B3C7,SAO JOAQUIM DA BARRA,SP
5F2684DAB12E59F83BEF73AE57724E45,SAO PAULO,SP
713E3A23CA5E47786EB6F0D99F94CFAC,CURITIBA,PR
F97E2B0650C2068227E1D366140EB62F,SANTO ANTONIO DE POSSE,SP
8B321BB669392F5163D04C59E235E066,SAO PAULO,SP
32F83FFE11CD40F7ADCF4EEF171F52D9,URUGUAIANA,RS
76D64C4ACA3A7BAF218BF93EF7FA768D,CURITIBA,PR
D06D019F72A04E5497A0B64190AF170C,COTIA,SP
EC80E49E69745AB6C14F984BF2149423,LIMEIRA,SP
F8F35AF4634605E6693C17CC3FFFF5A8,CAMPANHA,MG
004C9CD9D87A3C30C522C48C4FC07416,IBITINGA,SP
3BDFF180C7E1F6551A643B99C265A120,SAO PAULO,SP
6B89ABE95848C850399130D149A39B63,PIRACANJUBA,GO
ACED59E9B31EF866A94F9E7F29D8D418,SAO PAULO,SP
B4F8921FCC4FF77B66BEA6DDA43DCD51,CAXIAS DO SUL,RS
D2572F31E9023E9850EF986A636FF9BF,BELO HORIZONTE,MG
C731D18CEA9BF687FFEE82A241C25B11,CONCORDIA,SC
3DC69BF2C42F0568A5C4791EC3FD3745,SAO PAULO,SP
D8D9567D0BFB0BC7EB845A205BA42657,SAO PAULO,SP
0DAF5180AA44356F60F8EFFA533B55A2,GOIANIA,GO
5194C22ED1F616EC0C0F33C571542879,SANTA RITA DO SAPUCAI,MG
FE8055980A4FF7F64ED889C2B5926929,CURITIBA,PR
C42FD8E4D47DFB18CE5222F2DD7752F9,OSASCO,SP
671585F5A2AF58B6E276BC01003C0D2B,CURITIBA,PR
2DD1FB6F0E42A2243B8A01E40CD41216,CURITIBA,PR
A7C53F6B3B61ADBDAA99DDA97E8CBD56,BARRETOS,SP
A11A0E0CA67423425691DB355CFF69B0,INDAIATUBA,SP
5BFFBAFBB22DAF6D3BFC216A46DB8708,NILOPOLIS,RJ
FC0B214B59A83615FEA981C6424A02AE,MAUA,SP
011B0EABA87386A2AE96A7D32BB531D1,POMPEIA,SP
43753B27D77860F1654AA72E251A7878,BARRO ALTO,BA
822B63912576852AEA9A8436D72317B7,MOGI GUACU,SP
A3FA18B3F688EC0FCA3EB8BFCBD2D5B3,SAO PAULO,SP
5587130F9850696ED7FAFBC91C2CEE44,SAO PAULO,SP
9C1C0C36CD23C20897E473901A8FB149,PRAIA GRANDE,SP
34A557286EAD8FE75C989E0AFCF7D98C,FRANCA,SP
C716E0B86ED568878475B60FBB6323AD,RIO DE JANEIRO,SP
455C5640E8C5BD1B2EE85C0158F85727,LUIZ ALVES,SC
87D30A6A0CBF89356E49324971AB1D24,SAO PAULO,SP
217F005BB37FF3AEEF5B2AE1788E75BA,OSASCO,SP
CAC4E0BC1A3269FA2B6EA5E763F6115B,BRUSQUE,SC
8EC76BB0965AF3F007692B26FA9D6623,CRICIUMA,SC
ABA1721A889E04DECC910AA13B768EF4,SAO PAULO,SP
7238F877570096AE403C51898FA64566,SANTANA DE PARNAIBA,SP
044668CCD5316B12A7CF0D54A156E3E9,OSASCO,SP
643C01D7C56A724BEC0454F4780E8A3E,JOINVILLE,SC
CAB85505710C7CB9B720BCEB52B01CEE,SAO PAULO,SP
312BA1D77E9C332EF21F9598B7F64CD7,GUARULHOS,SP
8C3B533C63CCA56240F94F1E3A6B18EF,BELO HORIZONTE,MG
1FDC574883EF3B33AD41562D93F3A74A,LIMEIRA,SP
9A03A4E9EB0B947652FAE4F6121A3F5E,CATANDUVA,SP
33CBDA8716511E27E556DFF9D8418BF2,BLUMENAU,SC
6CD68B3ED6D59AAA9FECE558AD360C0A,BELO HORIZONTE,MG
3DF020B72D3D44B3AF9D110FA3940B65,JALES,SP
537EB890EFFF034A88679788B647C564,RIO DE JANEIRO,RJ
89DE2D6F23E9746FF309705B23581FAA,LONDRINA,PR
C611F4CE9CE875BCC063FA97FD4D7D12,ATIBAIA,SP
4BE2E7F96B4FD749D52DFF41F80E39DD,RIO BRANCO,AC
3BFBA5A77604F6DFAE7E6DD7AAF65821,LONDRINA,PR
48FB026ED7455A42F5D3E9390ED5088E,BARRA MANSA,RJ
0D33A55DA925BBF1FF02AF5F6059FC7F,SAO PAULO,SP
CEA729054F157F5870BDD321A958D994,SAO PAULO,SP
955FEE9216A65B617AA5C0531780CE60,SAO PAULO,SP
0F0C984A4A955310903B6B6008660BAD,FRANCA,SP
F805B96FA705BA7995A221F1749DC141,MARINGA,PR
751BDC4D83A466C7206CD42E8F426B03,RIBEIRAO PIRES,SP
2F4B0D3B9634B647D4EDEE577D7EBB7E,SAO PAULO,SP
BA5DAA4041E1F15CDF34B76E3E18A450,SAO PAULO,SP
