review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date
C45811D9F90E22A81155B3A1E4A5C2E8,491F193FC52075598871CFE6F19976D4,5,RECOMENDO SEMPRE,O KIT MOCHILA PATRULHA CANINA E LINDO MEU NETINHO VAI AMAR OBRIGADA,19/06/2018
50A1EAA2F96D6F3E02D0CD68D92BAB75,4A7CF245701068D38D441791B735E4BD,5,RECOMENDO,SUPER RAPIDO,10/05/2018
1692078634B63C7F25AA90EE746EC498,5BC4E94AEF2841F392FB6FE7CEEF69B6,5,OTIMO,OK RECOMENDO,23/05/2018
46D8249EA59101C7288936C3E6F155D7,F25DDB6CD62D720A5D91FFF80467930A,3,ENTREGA ATRASOU,A ENTREGA FOI DIVIDIDA EM DUAS NAO HOUVE COMUNICADO DO LOJA CHEGUEI A PENSAR QUE SO HAVIAM ENVIADO PARTE DO PRODUTO,20/01/2018
79927442EBCBF70B2021E1339BB9A51B,1C8898140458C37FBBF0BE37D47193B9,5,MUITO BOA,GOSTEI DA ATENCAO COM A ENTREGA,27/04/2018
14613DF954694F243DEDEAA2C8A3A5C2,1E91914C9706A5D4665B8C5A6294B107,4,4,SE FOSSE VIDRO TINHA QUEBRADO VEIO NA CAIXA SEM NENHUMA PROTECAO POR DENTRO A CAIXA ESTAVA MUITO AMASSADA DESCULPE MAS GOSTO DE COMPRAR DE VCS,15/05/2018
5F938E5F5F2E9A75710B54FEEB9EA610,D9FF0185A300435402F043124F530274,1,MEDIO,A PECA NAO SERVIU,11/05/2018
0C9B6CA9B3BEAF0FD5D621F63844EA01,CADD4C5765ABF658117F2CC7E2A639C2,5,PRAZO ENTREGA,ESPERO RECEBER ESTA SEMANA O QUE NAO SERIA TAO EXTRAVAGANTE POREMMAIS ATRAZO DO QUE ISSO ME FARIA DESISTIR DO BARATHEON,26/08/2018
59D95E0B5B52D038DC3A022B7C912969,FC8C2E8BC069AEA361C41C313464993C,5,SUPER PRODUTO,MUITO BOM ALTA QUALIDADE,04/07/2018
C40A6B6E0181E5EC0D12CBC2E12C49D3,F3468D6A2C7586711E9952242898AAD4,1,FALTA DE PRODUTO E QUEBRA,FALTOU 1 PRODUTO E OS QUE RECEBI 1 VEIO QUEBRADO,23/05/2018
5241FCAD10D7B45A1761F1E1E1536FAA,0BCBCC3E0A09B3F6A9495DE35F452616,5,SUPER RECOMENDO,CHEGOU DENTRO DO PRAZO E O PRODUTO E DE EXCELENTE QUALIDADE ACABOU AS DORES NAS COSTAS ESTOU DORMINDO MUITO BEM,07/07/2018
06F47DACD0575E592BF6A17E922CE6CD,82348F1B5F24AC795FA9320E02C49553,1,NAO RECEBI AINDA,AQUI ESTA DESCREVENDO COMO ENTREGUE SO QUE ATE AGORA NAO RECEBI,28/06/2018
4656B8ED41C17F6BE05E911E211ECD8F,7BDFA70C4049E7319A3182997E27CB95,3,RECOMENDO,COMECEI A USAR AGORA,08/05/2018
6B341682AB39AF9FA00D72D7388C903B,FD65651F855608AD1AA52FF4A741C31A,3,NOTA3,COMPRAR UM PRODUTO CORRETO NA CAPA MAS INTERNO SER OUTRO,10/05/2018
557AE9C16A8EA3909DB2FC5A01BC5151,287B045CFE9BA0ED08308EFC06C366AE,3,SUSPENSE,FIZ UM PEDIDO DE 4 GARRAFAS DE AZEITECHEGARAM 2 NUM DIA E AS OUTRAS 2 QUASE 48 HORAS DEPOISCONTATO COM A LOJA MUITO DIFICILTANTO VIA EMAIL QTO POR TELEFO SUSPENSE TERMINOU MAS LA NAO COMPRO MAIS,24/05/2018
7914FA319F12631679D1704D7DCD17DF,06ECFA8DFAE87263E05D953AA561603D,5,TOP,RECOMENDO,22/08/2018
3528296DF9092B7A7B88BD036E3F8A8E,DAE4FCB62B78CCF2FF3AC4D49113A8F5,5,PRODUTO SHOW,SUPER RECOMENDO PRODUTO PROFISSIONAL DE QUALIDADE,14/07/2018
C7475B2C4448321756B6136327F1394E,E11C61AA2D539F826865EA728496F6D4,5,SUPER RECOENDO,MUITO BOM E RAPIDO QUANDO VI JA TINHA CHEGADO,23/08/2018
65B934C20D632FC2DF0FD4723464FA78,824D9780D0313771024A0C70FE9DD9A7,3,ERRARAM NA CAIXA ACUSTICA,APESAR DE TER SIDO ENTREGUE RAPIDAMENTE SUBSTITUIRAM A CAIXA METEORO PELA CAIXA BORNE QUANDO TENTEI RECLAMAR NAS LANNISTER O SISTEMA ESTAAV FORA DO AR A GUITARRA E ACESSORIOS ESTAVAM CORRETOS,12/06/2018
8023F946D9B261CB0ECB604703427917,F23C71439AB24AC853522E783DD7DEC2,5,OTIMA COMPRA,ENTREGUE DENTRO DO PRAZO E COM BOM PERIODO DE VALIDADE,05/05/2018
F7EB8792E67D53E01A224BFA9B6802B2,A0F2F8B0523207A13F02225BC812ED23,1,HORRIVEL,CANCELARAM A MINHA COMPRA UM DIA ANTES DA ENTREGA LIGUEI PARA A LANNISTER E OS ATENDENTES NAO SABIAM O QUE ESTAVA ACONTECENDO UMA BAGUNCA AGORA ESTOU ESPERANDO PARA VER SE VAI SER COBRADO,05/08/2018
4940D39EFAA50E020312724F6A6E5EFA,1A1EF8DC595ADBCE0E5D75D806D69286,5,SUPER RECOMENDO,PRODUTO DE QUALIDADE E EFICIENCIA NA ENTREGA RECEBI MUITO ANTES DO COMBINADO RECOMENDO,08/06/2018
7BD303EDD3865ABE8ADDB98D2A2E6577,D66D818E0E5486B4382BDAAD63390B53,5,MUITO BOM,PRODUTO BOM VEIO NO DENTRO DO PRAZO CHEGOU EM 08 DIAS ESTAO DE PARABENS,01/08/2018
3FB929BA2924FF0A47858EFB007CEEE1,DF8E5E994BCC820FCF403F9A875201E6,5,OTIMO,ENTREGA RAPIDA,07/08/2018
382D855FFDD4F5E66594DBFB1566E96F,F506FD1443D94AD16F25A94426FB8805,5,10,CADA VEZ QUE COMPRO MAIS FICO SATISFEITA PARABENS PELA HONESTIDADE COM SEUS CLIENTES,03/06/2018
6ABA6FF5D6B3F6762A2AD9A9F1FBDFCF,BFAEA68F958681EC9D22AA2114B45721,4,RECOMENDO,TUDO RAPIDO E EFICIENTE,12/08/2018
8F9AA50EE40780BA3F79614530A34EBE,729C445F5F350F88D5C9A3911D6E9BC0,5,MUITO BOM,CREME MARAVILHOSO E ENTREGA SUPER RAPIDA,10/05/2018
B396BA75350276A6CC1993B6627DCEEA,43050A51A257B17D51295E07650CB654,1,LAMENETAVEL,BOA NOITE E LAMENTAVEL ESTA LOJA QUE TANTAS COMPRAS EU JA FIZ E HOJE NAO ME DA SATISFACAO SEQUER DE UM RELOGIO NA IMPORTANCIA DE 5000 REAIS UM PRODUTO COM DEFEITO E ATE AGORA NAO ME DEU RETOR,23/08/2018
F3401A1DE0C152923BA58CF7B7D2B84A,A848ECB46FE108B35DD5BD7BF4FDDDCA,2,QUALIDADE RUIM,A CAPA PROTETORA NAO E EXATAMENTE O QUE EU ESPERAVA DEIXA A DESEJAR NO TIPO MATERIAL E NA QUALIDADE,19/05/2018
EF9EF383FF6625E8E118DB388AD3420D,67274E3826CB110F3D0CB45F33C2275E,3,INSATISFEITO,NO SITE O PRODUTO PARECE TER MELHOR QUALIDADE DE MATERIAL E ACABAMENTO,06/07/2018
5D6F9CDDC8335878D8BF20C3BD4602E8,38FC895EA0A2AA253A46A6FDBB65AAF5,5,MEGA RECOMENDO,RECEBI MEU PRODUTO CORRETAMENTE E DENTRO DO PRAZOVERIFICANDO NA CAIXA ESTA TUDO CORRETOMAS AINDA NAO MONTEIPRODUTO LINDOCOR PERFEITAAMAMOS SUPER RECOMENDO,10/08/2018
3A336941A21A96535C9B70E3D28BE499,B630C986EA5C14749196132407A05589,5,EXCELENTE PRODUTO,PARABENS PRODUTO ENTREGUE BEM ANTES DO PRAZOATENDEU AS MINHAS NECESSIDADES,04/07/2018
8A310B56E4D05A7786D23986A1A49AE9,C5A47DAEC61DFDE191BACA4E5C10668F,4,RECOMENDO,O PEDIDO CHEGOU ANTES DO COMBINADO MUITO BOM,08/05/2018
5C1BA09DE5C746017D406BD2CFEFECA3,327EB42FA668B532239F44713415A37A,3,NAO ENTREGA DO PRODUTO,RECEBE APENAS 01 PECA DO PRODUTO ESTOU PRECISANDO DA 2 PECAS RESTANTE,26/04/2018
D6C0B888949F0C3F236D67F588913930,4CD9478B63EDACB631DCF780B036B157,4,RECOMENDO,TRABALHO COM PROFISSIONALISMO DAS LOJAS LANNISTER INDICO COM CERTEZA,01/07/2018
949127F36B466D3E93A6F3688062CD77,6D2FBF76787B9F35B1F3C3835A8A6A01,5,CAPTADOR PRESYS BLEND,TUDO OK,04/08/2018
320AE91D4C5CB8164C168FC68392A5FB,934E266BC66E8ED5BBA8266DFDE60175,1,PRODUTO PIRATA,QUANDO INSTALEI O CARTUCHO DE TINTA A MINHA IMPRESSORA INDICOU QUE O MESMO ESTAVA VAZIO E APRESENTOU A MENSAGEM DE ERRO EM CIMA DO MARCADOR DE NIVEL DA TINTA JA SOLICITEI A TROCA,22/05/2018
6D7D0A5E33C92ADF782B137720EEEFA6,D9AEFA5D4CCD369C783F5121E069A470,5,PRODUTO FRACO,QUANTO AO SITE NAO TENHO O QUE QUESTIONAR SEMPRE CUMPREM SUPER O COMBINADO RECOMENDO SEMPRE MAS O PRODUTO E FRACO,11/05/2018
F922B9D00A755863556181C1A366193D,AF168723ACEE7D4DE0144AD5361F547D,3,NOTA 8,FIQUEI FELIZ COM O TECIDO MAS ACHO QUE FALTOU O LENCOL DE CIMA PARA FICAR COMPLETO ESPERO QUE LOGO LANCEM,07/07/2018
032CFB72D792D30B6181B482D85F8D1A,C1BA0776BB79A0826691352F8D6EA4E0,5,TUDO CERTO,A COMPRA OCORREU COMO O ESPERADO DESDE DE O PEDIDO ATE O RECEBIMENTO DO PRODUTO TUDO BEM CERTINHO,12/07/2018
380884F53F113319198A99516DA2ADA4,109294A0D68947B6B49C0A59A8F951CD,4,RECOMENDO,OTIMO,17/06/2018
F74DD1CC5D081BFF126D062EEC26F695,4A359800FF0688DE3EABC92972987238,5,OTIMO,TUDO COMO ANUNCIADOOTIMO PRODUTO,11/05/2018
3F71EE62EB5ACDC9B5121F6D99901583,E2F6CC7F7084110FD5473CFDAE918307,5,PERFEITO,MUITO SATISFEITO,01/05/2018
668AAD714767396C2B7D949A27913BB7,B4138BBC55FFE9DDEB824F7E3068FC50,4,LOL PET,OTIMO PRODUTO POREM CARO DEMAIS,03/07/2018
30A4F0F115950517B46D48046B609BD1,384F8660F6BC7396D5A875B60285C2DD,5,EXCELENTE,TIVE UM POS VENDA EXCELENTE ATRAVES DO SR RENATO,24/08/2018
0A9D200BDEF258E70EB48398E1287D6D,F9DBA21DFBB520ED911CEBC91688195E,5,1000000,MUITO BOM,11/05/2018
19910E37F2130C56F553EDFBDC0C65FB,00B12F4674177EF40C4BDB034138C843,5,OTIMO CUSTO X BENEFICIO,PRODUTO CHEGOU DENTRO DO PRAZO VEIO CONFORME DESCRICAO E E EXCELENTE,21/07/2018
4FA8392DA03C452F77FAA3F2952FA346,0BB77E62D791C3E5B009815AC19825BE,5,BOM,MUITO BOM MESMO,24/05/2018
C1F198CDCE8B992A9CDDC3AABA11E689,BF6A2DF6B944199274254F8BB0159EC3,5,PRODUTO E ENTREGA OTIMOS,APESAR DA DEMORA EM EXPEDIR A NOTA FISCAL DEPOIS DE EXPEDIDA A ENTREGA FOI RAPIDA E O PRODUTO VEIO BEM EMBALADO RECOMENDO,21/08/2018
EDD86E0AF4DC62B340C60D846643CBF9,9537E35E835D4AE6B7B219B8B2E36817,5,PRODUTO OK,PRAZO FOI ESTENDIDOPOREM ENTREGUE NO PRAZO DIVULGADO NA PROPAGANDA CADEIRA CONFORME FOTO VEM PARA MONTAR MAIS FACIL E LINDA,28/08/2018
5B6A0D5350FE3036F41D543D06EB7A5B,7BEECE85FB714C481300A516C9FB1ADE,5,EXCELENTE,SIMPLESMENTE LINDO ADOREI O PRODUTO TAMANHO PERFEITO JA COMPREI VARIAS PRODUTOS JA FAZ ANOS QUE COMPRO NO BARATHEON,20/05/2018
7DD163FE175817E9E57F965A4382ECAB,C1387D81AA7018F9ECCA06376610696D,4,RECOMENDO A TODOS,BOA COMPRA,11/05/2018
9E96E374304DB42A8AECD4A97D53CC1B,00F251B943ABA645652C7138E4716FEE,5,SUPER RECOMENDADO,ESTOU PLENAMENTE SATISFEITA COM MINHA AQUISICAO E RECOMENDO A UNICA COISA QUE NAO CONCORDO E COM O VALOR DE FRETE AUTISSIMO,21/08/2018
21D7FA60F781A98DE43940C2573D07EE,A41BB2F937139613DF86A333FDBAA7C9,5,SUPER RECOMENDO,ENTREGA E PRODUTO PERFEITO,24/08/2018
12F226601192062B644B158E0AF9E723,B636037A882BD588F102F9F3FC29B2CA,5,SUPER SATISFEITA,PRODUTO PERFEITO ENTREGA RAPIDA ESTOU SATISFEITISSIMA,08/08/2018
83F2D758C5E31F14E3D8CE9BFF55780E,0EC7299D65DB721D9A6B5C95C2FF494A,5,SUPER RECOMENDO,COMO SEMPRE EXCELENTE SERVICO,09/06/2018
56F8B1F478A87C6604588AD148E61CA8,635607B37CF3B851396EF5A76BE8B89F,5,MUITO BOM O PRODUTO,MUITO BOM O PRODUTO MELHOR QUE ESPERAVA E FOI ENTREGUE NO PRAZO GOSTEI BASTANTE,07/08/2018
C68C027EA1D9979F147099C68EFD93E6,E87C331D21A3FB3085079A9B32F4A56C,5,10,GOSTEI MUITO O OBJETO VEIO O MESMO COMPRADO JA COMPREI EM OUTRAS LOJAS E VEIO OUTRA COR N GOSTEI COM LANNISTER TUDO OK,19/06/2018
BDE05133984518116B3D77D994E375D3,2A743FC30067036B7910663CED5A0B7B,2,PRODUTO INCORRETO,O PRODUTO NAO ESTA NAS MEDIDAS CORRETAS INDICADAS NA OFERTA TEREI Q LIGAR PARA VCS PARA TROCA,14/06/2018
CF8B4347AE76E6B7992A8C63F3D51774,F0FB77580603E4F955C60D3FE023553F,5,OTIMO,TUDO CERTINHO ENTREGA NO PRAZO OTIMO,03/08/2018
F54FD311F6FD8CD1B4AFFD14BDAF04CE,6E8E751584B3E3141E3E3C39F71408C2,5,GOSTEI,OTIMO PERFUME FRAGRANCIA MARAVILHOSA RECOMENDO,12/07/2018
7C38B0697F3D800E6314B76B382A9F7E,AB6E1678559B60B6E6A7DB4837D6664D,5,PEDALEIRA PLATAFORMA,O PRODUTO SUPEROU MINHA EXPECTATIVA O PRAZO DE ENTREGA FOI ANTECIPADO EM 7 DIAS JA INSTALEI E FICOU SHOW,28/07/2018
F99FF17E430A53EFE61D359FAA3B425E,009838529BB913846AB6670D22865381,3,PRODUTO COM DEFEITO,SOLICITEI DEVOLUCAO PRODUTO COM DEFEITO,27/06/2018
169F34E00E26EEA55BA60C7B19170E66,93AA1607392862DACFB4B54774480F1D,5,REGULAR,LOJA EM SI E BOA PENA A AMERICANA NAO DA SUPORTE AO CLIENTE,10/05/2018
11D080870BBA1F6EE139BD07DC192D2E,4433EBC14C69E56090CB4E96D574D9C3,4,BOM,ACHO QUE O PRODUTO DEVERIA TER UM PRAZO DE VALIDADE MAIOR,15/05/2018
9A2056D86F12C153D8FBC8D9005E6AC8,54822C94CCE4CEB64EB08BBB05FA8FEA,5,ENTREGA ANTES DO PRAZO,ENTREGA ANTES DO PRAZO RECOMENDO ESSA LOJA,12/05/2018
7A845D0D61A2195360D6856D4F0BBAA8,EFD5EBA320D140F8659440D74A81FC90,5,SUPER RECOMENDO,AGRADECO MUITO POIS RECEBI O PRODUTO CORRETO CONFORME ENCONTRADO NO SITE A ENTREGA FOI SUPER RAPIDA FIQUEI MUITO SATISFEITO E COM CERTEZA VOU RECOMENTAR PARA OS AMIGO,08/05/2018
73C3DCF098D78D2BDD96F22AFF4F15EF,3D2919530AEA3496B5773B143910145F,5,MUITO BOM,BOM,21/08/2018
80877AC989FEE57CD52B92256F3D11A0,FC746D47C955D1DB95910A81FB288E23,5,RECOMENDO,MUITO BOMSUPER RECOMENDOENTREGA SEMPRE CERTA,19/05/2018
317A22FBEAC23DF2D0E098BF85AB709B,DE4090FD9B7900D46323B0C7C36B7128,5,OTIMO PRODUTOS,AINDA NAO INSTALEI MAIS GOSTEI MUITO,12/05/2018
DE7648E683482829B3AC3BA3A4AE64A0,21DD600EDD64E225D04AF3670D1803B3,5,LUMINARIA EXCELENTE,BOM PRODUTO ENTREGA RAPIDA RECOMENDO,15/05/2018
72CC238A6AA8A5AF88B0C17EBF469C95,24125310335475B73015F74EC4327C2A,5,CHEGOU ANTES DO PRAZO DE,MUITO BOM,27/07/2018
D6050B36487220BDACCD334BB5EF4743,38D11C87FC409DE31E930084ABB0C7A4,5,MUITO BOA AMERICANA,OTIMA RAPIDA NA ENTREGA OBRIGADO,25/08/2018
D8D62030AFBC777000B61BDFC7312939,14A05C02D483800864E5C19A3A7F0EE2,2,ENTREGA DE ENCOMENDA,PENSO QUE DEVERIA HAVER UM MODO DE SE COMUNICAR COM A EMPRESA CASO ACONTECESSE DE ENCOMENDA NAO SER ENTREGUE,31/08/2018
13E80F4D3FE96747729573B4A95484AB,07D60A76803DB63F0CA6708011E8CF9B,5,EXCELENTE,O PRODUTO CHEGOU ANTES DO PRAZO,29/04/2018
B2AFC68CB2D3F8CBF7BF956F76C0855C,80FCAC926630A1F8DAC09ACD966434ED,1,PRODUTO PESSIMO,PRODUTO JA CHEGOU COM DEFEITO NAO FUCIONOU CONFORME MINHA NECESSIDADE DE USO INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO,01/05/2018
90EE8065D229642EAB9C2FFE3B33B91D,E95CAC7E9ED8E477D726D47F72F420C6,4,BOA,RECOMENDO ESTA LOJA ENTREGA DIREITINHO,16/05/2018
727FDC53D2891323AA72C4C79650C325,6E28885B3B46EF6AE9DFA9209E1C8C48,5,MUITO BOM,PRODUTO DE OTIMA QUALIDADE,20/06/2018
07405437BACBC37E029FE5F5E10CB4C3,724C7B9D5D226631F82C0C09A9F51685,5,OTIMA,EXCELENTE,06/07/2018
DED7897490401F7AEC8CE868A10FEA17,C3A937F97910C3602C1E4CDB4B951B1E,4,RECOMENDARIA SIM,BOM FOI O QUE ESPERAVA,11/07/2018
43375ED8D561B2D0DEC4486143CB871C,21717AA89515F9499D2C94578F7848F8,5,RECOMENDO,RELOGIO LINDO ENTREGA ANTES DO PRAZO,23/06/2018
DA9F8F6A08145C2D7C041E57A3F262BE,25BE8E0FF01817A8A96F61605DA2E447,4,CAPA DE NOTBUK,VEIO CONFORME O ANUNCIADO SIMPLES MAIS BONITA,31/08/2018
DB64106AFF6C7180CB841937F43F5F44,208215EF3138230B69B97F3FB415E9BC,1,ENTREGA ATRASADA,AINDA NAO RECEBI O PRODUTO,24/05/2018
D6B0A9E1CC2BD827DE2F63AF37710456,41A48F4DC75F01B16DFA7E32CB456EBC,1,COMPREI 2 PRODUTOS,COMPREI 2 PRODUTOS SO MANDARAM 1 E N MIM DERAM NENHUMA JUSTIFICATIVA,27/04/2018
30F2619843DDD4A19BBCB306669D2BF0,5BB8D2FBCA419676D395687E28F5263B,5,MUITO BOM,SO IMAGINEI QUE FOSSE MAIOR A BONECA MAIS E LEGAL,24/07/2018
02DAE59A597C87B10313D8D7191A2DFA,49935C2C36CEB474C290A1987BBB941E,3,BOM,MUITO BOM,24/07/2018
4D59D6249215713BFDA42353AF53F255,4AB8B7A8E23908984157974AE4AD6436,4,PRODUTO ENTREGUE,PRODUTO BOM E ENTREGUE ANTES DO PREVISTO,02/06/2018
EAEAFB542D4447DA454CF68E302AE2BF,B8615AA7E6248212CAB23E120279ACF2,4,BOA,AINDA NAO USEI EM NENHUMA VIAGEM MAS PARECE SER MUITO BOA,16/06/2018
C27C301777803A6C53B4306AA298BFBD,4CAE9D93CA1F1266E9DDFC79F7FF85DB,4,OTIMO,ADORO COMPRAR NAS LOJAS LANNISTER,31/08/2018
B51D516182FBAC0AACC8B086E803DCDE,4D59391202A2A67C2E2FEA6F349A67F5,5,PESSIMA,RECEBI O PRODUTO QUE EH FALSO QUERO MEU DINHEIRO DE VOLTA,18/08/2018
844F12CB44CB2C97B033854A64B4727A,A0727C663F544D6618123C94C779F29B,5,MTO BOM,RECEBI O PRODUTO NO PRAZO TUDO OK,27/06/2018
B62B86FF6108447C826EFCF1B157168D,04C28D1572E04B2B3E5B80CA7559E750,1,ENTRAGOU NO PRIMEIRO DIA,ABRI PROTOCOLO PARA DEVOLUCAO PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO LANNISTER VIROU UM MERCADO LIVRE6 PEDIDOS 6 PROBLEMAS,21/06/2018
6318842B0D533F35B17C4B1CFA7DF5EA,F0B673967B0BE0BFCC14490D3D1842A8,5,TUDO COMO PROMETIDO,ENTREGA NO PRAZO E COMO DESCRITO NO SITE,14/08/2018
48869CA20E2CA762CD6BDD880C8CCAE5,32EFD401773730F7D0D1C5AE2B841465,5,RECOMENDADISSIMO,FUI SURPREENDIDO PELA EFICACIA OTIMO ATENTIMENTO,05/07/2018
0AAD108B136BFE5D026D5AEE9FB08323,D1EC61B50C7780944FAB32AD8B873C85,5,MUITO BOM O PRODUTO,OBRIGADA PELA QUALIDADE DO PRODUTO E PELA ENTREGA TBM QUE ERA PREVISTO PARA 1008 E CHEGOU DIA 2207 ADOREI PARABENS,21/07/2018
869696516D580A0871642308AF4301F2,2927B6BE262C5528B8135E5D330C00F9,4,PRODUTO ENTREGUE NO PRAZO,AINDA NAO UTILIZEI O PRODUTO,05/06/2018
6B2EC71624EB21EA03EB7CFBCFBB489A,E0EF63A06438A4F6DFA047FC41217F8E,5,SERIO E RAPIDO,PRESTACAO DE SERVICOS DE ALTA QUALIDADE,21/08/2018
DA56AF7A9B34FDCF8819096258DEF9F6,4D5779C1406A8459AFE82091E0DAE935,5,OTIMO,CHEGOU ANTES DA DATA PREVISTA EU RECOMENDARIA PARA MEUS AMIGOS A LOJA STARK ESTA DE PARABENS,14/08/2018
F9D15D1AB33610F6FCDA6AA6AB4C414D,B744841B6A754E51042B8ABCAB208FFE,4,PRODUTO BOM,GOSTEI MUITO,03/08/2018
CB50716C99A5928EF74D3052408B77ED,2C06E4F488BE0AF43964AD30B123034E,5,OTIMO,PROTUDO CHEGOU EM OTIMO ESTADO DE CONSERVACAO E ANTES DO PRAZO,09/06/2018
ACCB12FBC0A0FD74EDB43CAEA51C87E9,6FF0C72CD26C7EA730935ABFF483F2E8,5,ENTREGUE NO PRAZO,MUITO SATISFEITO EU RECOMENDO,17/08/2018
8B712CF2F200E83A1082ECD7BFC6E4F2,5B305608C98CA66CED71CDE019ABA8E9,1,DESCRICAO DO PRODUTO ERRA,A DESCRICAO DO PRODUTO ESTAVA ERRADA E NAO CONSEGUI USAR O PRODUTO PEDI O CANCELAMENTO FAZEM 15 DIAS E AINDA NAO OBTIVE RESPOSTA,22/05/2018
22D2C8858B0C2A3536A1FAE8F6B1A0F0,544F1EBC2EE31C6F923A4FEBA2E0677E,5,APROVADO,CHEGOU UM POUCO ANTES DO PRAZO ISSO E BOM,26/04/2018
371A37CA26FC269601F5C60BA88F9535,6C5D1E03493316B72304F07834A03325,1,NAO ENTREGOU NO TEMPO,SEM PONTUALIDADE NAO DA SATISFACAO AO CLIENTE,13/07/2018
FF2CF8C91FEAC0BC37E795DAEC9C77AF,628365400EC276CDA9DBCE783340E906,5,SATISFEITO COM A COMPRA,SATISFEITO COM A AQUISICAO E NEGOCIO ENTREGA NO PRAZO COM PRODUTO BEM EMBALADO COM A NOTA FISCAL CAIXA ORIGINAL GARANTIA E MANUAL DO USUARIO PRIMEIRAS IMPRESSOES O RELOGIO ESTA EM PERFEITO,30/06/2018
1B0193DEC8F270AFEA83302DC238F7E6,B26281AF4E5C3A50B10887F626EE883F,1,ENTREGA PARCIAL,EFETUEI A COMPRA E PAGAMENTO DE DUAS UNIDADES E RECEBI APENAS UMA UNIDADE AGUARDANDO TRATATIVA,05/05/2018
C1BFB79B26AC2136DA082C9ACEA0A97D,47F05AE89D6BCB551BE15CBA2F14352F,5,RECOMENDO,PRODUTO CHEGOU ANTES DO PRAZO MUITO BEM EMBALADO PELO FORNECEDOR SEM AVARIAS A QUALIDADO PRODUTO E MUITO BOA,13/07/2018
36282FDBF0292498BB3B69523970B9E2,B170F1243A620B65504157B83F69A2E0,5,FRISO LATERAL ONIX,OTIMO PRODUTO,09/05/2018
44BB8C2AD3BB9C2BB3552A034EEFFC4C,56C79C2BE1CEFF5839D56E340E847833,2,BEBEDOURO,BOM DIA COMPREI UM BEBEDOURO VERMELHO METALICO E RECEBI UM BEBEDOURO ROSA OBS MEU CACHORRO E MACHO,08/05/2018
49673F9EAF3B9B23234DC2C7301F5B95,E86DC64373EAAF9FC1D9D58BFCE38F2F,1,PRODUTO COM AVARIA,COMPREI 2 UNIDADES DO PRODUTO VEIO AVARIADO VISTO QUE A EMBALAGEM E MUITO FRACA SENDO QUE VEIO COM DOIS BURACOS NO FUNDO DA PANELA DEVIDO A PRESSAO QUE DOG COLOCADO EM CIMA DELE,18/05/2018
6CA11F1297156D3351A86C3B13B794B0,7E61F390F3E0AA3B112E56091D2B9EE3,1,PEDIDO CANCELADO,PEDIDO FOI CANCELADO E MESMO ASSIM A LOJA ENVIOU O PRODUTO DEVOLVI O PRODUTO E QUERO O ESTORNO DA COMPRA EM MEU CARTAO DE CREDITO,30/08/2018
746BDD10D791A54478316CF3A246A3DE,F39DCA700FA8E7F2CCBDF7A9C7F8AF1E,5,EXCELENTE,PRODUTO CHEGOU NO PRAZO EM PERFEITAS CONDICOES E VEIO EMBALADO DE FORMA INCRIVEL MUITO BEM EMBALADO MESMO CHEGOU SEM NENHUM ARRANHAO,03/05/2018
